city_id,pm25,pm10,no2,o3,temperature,humidity,wind_speed,health_risk
CityC,134.5539313514478,109.03554098477115,30.187235113595072,24.078858786649967,20.31703897292207,56.543160512633406,12.130154283806865,1
CityB,65.47941130411165,51.158114974813486,10.013682806532884,21.900831432108184,32.997659736529016,37.38101180004889,5.469229931313299,0
CityB,104.14362330582198,80.70335038076252,63.37939775444222,38.48873830285048,28.734639951996776,95.24060055143693,6.5757102745553695,1
CityC,70.1583064796972,102.78341165250862,36.526757590820566,33.6926553465619,29.734996737246455,71.58253543243197,11.763968134780065,1
CityB,83.31406267658407,174.7275609499431,72.50326052224467,18.14403992225541,31.2762090639714,66.05439489299734,13.388442134950273,1
CityB,125.46190247790777,156.045745221169,52.04424889779243,21.99159083837211,23.31487486779147,75.09662514021872,4.205941894729135,1
CityB,102.928777442613,184.9544564928857,46.721473200265365,45.645812410574145,27.309789474931307,59.89218343620954,4.98886769082627,1
CityC,42.761021817771294,186.1454086411943,31.20658458578501,20.75444780530684,26.765345054886645,80.7260177104391,7.568639730733492,1
CityA,62.82574928565228,98.6099678163634,24.304749464688697,39.34328746725998,18.990558798281775,56.13743900571529,1.4867179116724545,1
CityA,117.68664033324077,112.46052560964682,47.844573608454176,25.218133027663004,27.205636602509927,55.03494920548368,8.05713548062827,1
CityC,84.25634127885486,103.54880302677847,38.92728986090527,29.968241432328686,33.66397487304768,67.70456957582408,11.557230542089954,1
CityB,45.53479641152409,93.13957578795694,19.910945267720486,32.94592620943372,22.661067328096472,86.52715092581846,3.684088951292752,0
CityB,55.431426650788374,46.34021162654166,17.247123752375224,8.990187895004013,26.06798474118654,85.24097230578614,8.381320894925262,0
CityA,101.10480568133515,119.41009127932631,25.61944406284624,15.37282664572701,26.44696241207599,66.85695196519991,6.254687885014061,1
CityC,109.8323084365289,68.57737625155558,67.31450837899345,30.863330187871625,23.007348146953106,65.332237171536,12.919837846261753,1
CityC,80.53565904446523,118.6331247386269,73.19916877016956,22.756924362161197,29.738308663860504,68.92084822192972,6.290624413600847,1
CityB,154.25941402808309,204.63083238251937,43.07483720963365,39.96581295274622,20.23954058121509,74.71241826673194,12.556979263245749,1
CityB,104.72457090366916,99.62619614677166,42.23414194361933,13.938791191318753,34.32851863087154,80.97463878826484,6.2076347875663185,1
CityB,72.69556791101299,127.79096022512269,34.955194422557184,35.65255056257987,29.38343893142572,50.268318319923004,10.31352741600239,1
CityC,55.528818557019676,156.26593543237132,25.982719775357467,16.237787795956738,18.442619795289737,81.36122579674783,8.755836855088097,1
CityA,50.753470860828756,131.2116516786363,60.627685864108656,26.478950058555714,36.886067794203775,61.859902281426116,7.585182000457095,1
CityC,90.06263961441108,131.69936751769183,68.10364590845704,19.35622235762036,26.17671022883117,68.01863244999899,5.628414292838073,1
CityC,65.3366886525978,105.5039026524768,26.598713712410717,49.024298804711975,19.93936737935464,82.63898643067989,8.969286263953679,1
CityC,130.21231261950274,110.7248809975507,38.75742432363098,16.605078370299644,32.731881674938336,69.94124500181357,6.678394212545264,1
CityA,123.98935408753579,81.59957911248688,33.25200548934748,28.779403046309767,28.462700636136177,73.31991126305681,5.930701325575586,1
CityB,98.99199642491682,153.8418003555763,33.69641387702534,12.73163851979848,12.596282070361733,47.21162933435158,12.418168224127161,1
CityB,44.63011481129313,50.34033373543616,57.788623831447936,45.9957012207059,21.320377779293025,84.96623087499361,9.642590682479682,1
CityC,59.83343382342785,158.8435335352881,20.320576819508172,34.01282416177205,26.953681360550807,68.9137342215225,9.930916855721609,1
CityC,117.67032577223303,63.852064610190304,46.997045364044595,31.369730895986677,9.883033256501388,57.52131435680995,6.825204444163212,1
CityA,63.108014006146945,158.5042909630661,50.92357160958798,44.743129392917254,25.59549059771176,77.02148773786206,7.442064958750086,1
CityA,113.66425201758574,105.84729895151276,37.86773239597271,31.47422441422612,26.10585560893682,100.0,7.254269997946665,1
CityB,94.23811769104283,70.7252524746768,53.39601740480159,32.19571356141077,16.71555682336924,31.621509963561305,9.011716737502931,1
CityC,81.55153654439562,143.17194580318545,42.21477760806175,31.317252880651516,26.894514203819746,38.92534754153436,9.925410355527518,1
CityA,58.91501561193677,157.150701403031,58.25694881734168,35.636343254431196,25.052246873875234,100.0,7.909245889065285,1
CityA,77.17268469425746,102.47685407585853,17.16692042611219,25.075586160787374,16.660941258804897,63.53389684608749,5.622065017458077,1
CityC,85.68943864624694,148.82442194715733,34.76837108489696,27.857126926366675,31.436923828039777,58.81739357263136,10.281711371079647,1
CityC,110.97616694903365,28.59662021322599,38.92280285723448,38.10334628457446,30.864976563374633,52.6922851667567,8.10021160462501,1
CityC,53.42793198098736,67.176148410136,5.0,32.77372951557882,22.97184039203347,79.1687200194288,3.6774908636870576,0
CityC,72.11549472421655,171.69635721874914,23.710708996321976,28.857560858978744,23.609930736257233,100.0,1.5941157497609355,1
CityC,81.34469395796854,111.05322903208335,27.796011184618205,15.994776089692877,30.083847563167417,41.69622918533309,8.89369152638142,1
CityC,99.88035073058494,45.5114669420461,54.22308992235024,44.980502845365955,23.595357998217352,53.062465456213324,5.511578603366888,1
CityA,52.74606987431669,92.04535278232025,29.397349805280996,23.385458900492292,11.483642596358917,47.98545742864268,9.293186388189358,1
CityC,40.50290621338355,83.06398109899678,27.728815190410344,39.87237238419257,28.40855590179949,69.65729953638557,5.673145073408197,0
CityB,100.2189545513015,113.36153074108302,52.262286709842876,31.757536516880855,19.30718475483044,79.44786875301149,8.399557317485021,1
CityC,34.4615265515989,105.1699606476941,15.731340313149182,17.0654947727013,22.271098619076845,87.41865570666234,6.864795416113726,0
CityB,118.54939144286504,127.15726915752643,8.931338988346418,42.522754775306154,35.20509397566033,70.33436565240561,13.255762430819914,1
CityB,75.32221707551275,117.22135793549701,34.5761154989598,32.5454064639954,24.062150681938412,100.0,10.850946973455933,1
CityB,33.57406753176661,174.38957020148075,18.28439847882467,43.35345356737042,25.012144551117114,43.50494033585174,12.04189070056349,1
CityC,65.58739341789517,136.98194398878675,18.854810580105266,28.17591299264081,28.56767092824518,38.30918895134592,8.072143307357198,1
CityC,91.37370899207711,138.30686444774344,48.60150687531973,37.040512299670546,28.537337607118225,84.38688586632418,10.467082817344643,1
CityB,64.01896737335068,166.60628495578086,53.13960756868869,12.37472888654986,18.565615628355516,57.45664639192673,8.274950232803425,1
CityC,80.60089246473042,104.44924998281672,51.832963237781875,24.997841364062428,24.57791039125938,27.48119353169438,12.408774102301178,1
CityA,102.2023509711586,69.52490226566059,56.631649904608494,17.270066677687282,25.25306769548079,48.67874056725101,7.78231380423118,1
CityA,73.9342899383714,168.27881298528996,58.61701480022202,26.252161499616083,26.90418827640179,60.113173081945476,3.807531978917619,1
CityA,51.88826970601599,125.4336699243245,8.071146867596038,34.71811739506145,27.024553586416335,42.0750352418529,2.004135424238184,0
CityA,71.03048007884477,125.57404831595714,46.756179398941995,23.954199123458544,43.1120886014422,34.706786258108224,13.004933358693545,1
CityC,122.44520409377779,94.66680313879054,32.05587700645662,38.63842093638782,16.768981605889287,50.847417269482484,9.435513422452578,1
CityB,130.5519303599955,95.3257866758569,28.78863631014346,21.433873564499887,31.860641341385694,33.70933159276577,9.632770550125226,1
CityC,19.402214781731743,153.86889355083375,48.406219483130585,38.85236613649978,33.28363064083141,67.70262077960464,12.468943526874746,1
CityA,112.7308372757443,159.3862319255044,14.045567801563724,43.097571658740364,28.44948781746469,16.12390306214307,3.0447951688221337,1
CityC,87.50443148106069,151.35293622986634,13.733370911915202,40.13526135090986,20.447792235888475,56.80849855930845,6.924196354304576,1
CityC,107.7194803736045,151.718464217819,49.503591161225756,26.55810948170227,36.652676211873384,65.39019776216605,7.2917905111548995,1
CityA,63.48535219197112,142.76118149039036,47.31679026266347,8.745464020558572,9.656119946818613,53.18917520503248,10.226825699621045,1
CityB,26.95209471495542,125.26090920312626,42.05098983807265,35.82166996737348,20.217133119475214,76.86445794141747,5.922079324697352,1
CityC,97.53466365942386,112.98481262716078,26.80129892915295,28.74765285284696,33.20177538055968,27.58877531591729,4.39587876945563,1
CityC,51.770682161518494,168.41295399766213,51.157444518731864,20.216070598726468,22.409218776042373,40.978209972477714,4.368954047008678,1
CityA,38.35122705545443,105.05116518038265,50.20454338090714,24.4372093512959,36.175251673601295,48.39930707498221,11.448254228816062,1
CityB,40.44795852579601,134.79916855522987,41.279567725711814,44.34425316444802,14.417366787251197,69.25449138818612,5.772403718590647,1
CityA,98.02741347246004,87.83948008183015,22.340184380953428,18.626597993898457,17.215286742363944,59.370151720922415,6.343947547034565,1
CityA,84.18357398087592,93.62803852598198,33.6212748140574,34.68309175621212,21.278532809111177,97.86731965484836,9.903494452183715,1
CityC,103.47398065624022,110.55381728571093,52.56750516286664,32.179581756374034,27.921794942755703,38.88428206052214,5.903163775295301,1
CityB,100.07225763489095,87.84246493091345,59.9078683420268,26.42612335336768,23.44585894733984,27.100222028386973,2.885154731733075,1
CityA,67.37199306248702,151.91407301913202,35.10195094935507,36.44532687313047,21.567205232063053,90.78177965866122,3.2548964788253034,1
CityC,77.88579278367632,66.07862993819882,36.25490548287606,46.322452588988654,34.94277501768967,26.382828321352342,7.8295778098536255,1
CityA,64.65687413652381,123.96918493524292,37.574663379624084,27.040284961138017,35.594114827724056,68.6612542279809,9.491985291095665,1
CityC,73.69016681403528,125.30032387368725,44.12339513366458,27.568190519228988,22.09934164004711,35.42659915956061,7.39326426844874,1
CityB,50.982357860568015,47.56801686721276,31.283990499099644,36.220649049902,13.031625348692362,13.61363298304628,9.291328111427207,0
CityA,91.71452881623006,102.35904717905565,5.0,39.18242821435001,9.897613195688342,47.50432412373536,3.1614874219770925,0
CityB,112.2536224694527,130.2279815219257,57.89153502470645,28.72292792851365,26.675030803462494,72.9899992495432,3.3640893770956755,1
CityB,55.501609105370406,137.1491197317627,66.92033420743824,26.946262639063516,29.59168935553158,30.564578230538526,14.761807748882724,1
CityC,118.43808936204027,111.82771165599337,30.814002105914312,7.823534792802395,25.440984499049822,66.52189456289662,11.69835281641004,1
CityA,83.40564489433825,147.07552817922863,24.00019946621839,22.219910876334467,24.503643250434692,70.25727122372903,10.306915675695553,1
CityA,87.2323692921744,115.62734971055836,37.94349216414667,18.606883279324496,19.368201697141423,29.56619716961392,6.020825987796683,1
CityC,29.017114411774457,120.54611648300227,37.18744174406841,36.846249963118915,29.584858557396867,50.44477422575259,7.285981427808648,1
CityC,25.782130713027975,130.06615475946214,54.932778657444395,27.56097051399158,36.747297652292374,86.54149644654328,7.994968048599199,1
CityB,84.32349088339046,157.07998514936673,40.81959162467557,27.169783944610717,9.48185625865111,68.01185239927486,11.94303834114957,1
CityA,103.69196373896023,92.97127990337873,28.11065754443225,29.909437363770188,24.457491678485994,49.77015070847959,9.208348299335276,1
CityA,59.85858669065143,100.5271250992681,20.223858241629266,21.298235298746,18.2075615541048,63.30590962507839,9.577741403863405,0
CityC,130.10281701749267,93.24414033083141,52.984512772295105,45.53247186688754,14.566738041623038,41.29473383059104,7.4970351946475,1
CityC,102.04807922762947,106.71209135432267,48.99266861746374,42.98193911696611,17.09016890450909,77.2739135677005,10.377995200520253,1
CityC,52.74976244876044,177.0493703231906,55.908398171377286,46.18106783047688,27.65770998979083,77.26520129204279,8.90696824229382,1
CityA,80.92546001160521,142.9090127731929,25.477198739183592,36.834172312388915,27.834735383138163,57.418118301721094,8.132068198237041,1
CityA,154.30787401170238,74.75641019324632,67.57655349292494,29.70521884978063,35.2220143282236,59.614123129153874,5.770747483441186,1
CityB,42.723079916008835,95.98212137645302,13.844582394141447,46.14729303006885,25.06147083001823,35.02406249988655,7.659284773695103,0
CityC,95.84809816745316,134.9106889710561,50.644015321022195,23.190331640870205,12.69244859091295,27.959271458643414,4.761401888660133,1
CityB,70.31766341829973,83.73968876268918,11.356258492046475,21.287910209669874,23.332813203368197,47.46790512116939,7.879582982039136,0
CityA,101.20688872755537,90.98639836740972,28.145029274522983,23.98488485230141,15.295346494489513,53.251965806176436,8.266734073894698,1
CityB,118.01820938955146,173.79838664696595,63.41534395671938,35.228712669142986,16.552428795045966,76.25254994775977,0.7864448461810589,1
CityB,68.41288733865898,95.46497486107253,52.470463817139844,22.37894806612327,29.063913408845465,73.44855501236621,7.308981382698489,1
CityB,113.56736815121522,158.18667264117548,31.806693767692273,28.446270117820013,26.35926633916094,58.696657767181854,4.472359386186222,1
CityC,146.63610182815881,170.21292758123752,32.21744435767468,13.981447061152238,29.112959168047315,78.81077968745574,9.495917976550084,1
CityA,81.98824212032704,90.66151635324142,41.50933166253163,34.81097665428244,22.497550069097905,36.13027642371193,9.911479230652985,1
CityC,103.54666062482556,84.40149773771435,47.71211486141084,14.828966328168908,30.533706943977492,76.5467377455674,6.720980547004047,1
CityB,62.28677689390175,108.9547165407534,58.773690740240454,20.67838945134638,22.106179711969222,39.191425713010645,9.647066261365747,1
CityC,80.57777927093638,76.454891173055,33.15648993087258,42.17167134896644,32.81677982919573,79.79389060128486,9.773200809005182,1
CityA,74.69974721875272,124.8413551401097,15.823224047691976,41.8031831698611,27.412472576300797,54.73307070460037,7.310852481764695,1
CityA,103.90807776975787,111.77392352586455,42.3545294057314,33.74313089546498,23.551021906607676,15.034266469245253,12.602860925910974,1
CityB,116.14027807270776,134.42320063545208,33.138537437374076,32.756635817352304,26.484651309232678,69.60314328062884,5.824775188980495,1
CityB,76.71035452647622,175.87773824931284,20.49049442877329,24.69040352845741,24.874975093175575,71.1909151900156,12.4140971097595,1
CityC,126.0086853719877,152.69939923081276,44.46503372969192,22.270963362577987,36.172745607190464,45.86839891022836,7.324401712450383,1
CityA,125.90142324684888,139.56959101649426,36.803293688608164,26.377583022426204,26.718063358051523,47.57480843211967,5.470020940322097,1
CityA,105.40561229539702,41.35806348128328,44.59768309704692,14.863458255376823,24.988711293238442,51.80909440230792,6.945354572586853,1
CityC,64.51920404834814,137.735039284095,26.583336997192294,32.524485549536635,23.330564000644404,16.496963747474574,4.70183231681203,1
CityA,61.64513549780292,188.90510642818197,47.30065795488248,30.4883112480841,30.902289534715077,10.0,10.353673602167609,1
CityB,55.62855935929884,10.0,20.243527048675325,20.66578733289733,29.955393373374534,81.03251276260778,3.191693065774171,0
CityB,108.47498210714483,147.57530171902502,27.584029154551253,45.68681918841358,23.0831085878116,38.518646651788465,12.168825661306478,1
CityC,43.64695377531907,113.62565700974143,36.356286533690835,36.069137102870485,16.91050939764034,92.10528219152727,5.19239839476062,1
CityC,100.30512962333022,86.00819987908221,66.12727622439571,36.91841804008857,18.686223031351524,82.40803602277828,10.509960115537863,1
CityC,47.566719565276614,152.04514335647815,51.7723805282274,25.126600739608346,23.71086222320463,86.34390628539478,8.072677583181404,1
CityB,104.70638359525921,188.38823602429324,56.157887564016846,29.986699219736767,34.442492542833584,41.9940209506569,8.812445849148789,1
CityC,80.51658748191682,151.00922915351015,61.256155500147166,36.273726701874224,23.248763595271605,22.831976261388377,6.229869886167909,1
CityA,120.00915685579483,105.15232194953894,94.0424820371631,31.527823671002356,20.84113473024105,33.2623538681129,9.058424000999397,1
CityC,114.24363734963813,82.26120702367375,40.62383601337651,46.01900784769872,12.674964807259476,46.070905456941766,8.404922865652592,1
CityA,123.05196236006336,125.78510535158175,61.306013846947835,27.96212430583249,35.59479004921607,10.0,3.6262667954920165,1
CityB,123.82456154867339,154.92677169526354,55.18952881602912,24.954394677638895,28.983197021870218,45.49148621751666,5.112499991200226,1
CityA,84.30892501964593,104.5178789506509,54.94048754961289,36.34252876471426,30.572069790041006,50.96643944977779,6.377263666970581,1
CityA,45.23620800726186,108.38468033396813,66.61359427060272,17.35352727713488,31.731816363505622,29.11158056826611,5.735010445620651,1
CityA,48.42430835007865,232.88000999353594,33.71030453523285,39.24296932308112,23.846888398687256,34.19029803508335,11.758432836150954,1
CityB,17.39454412052187,163.14607783838903,32.51972464095431,16.99288199408017,25.592134436232747,50.58802957638397,8.021042551542498,1
CityA,47.49002499715719,166.0051471357453,44.79648270222792,36.3858466605855,35.42021359366396,62.12573096620603,5.663985957080355,1
CityA,82.06470973113947,61.58856375764752,37.259503421171694,23.517264458273374,26.25706622523396,37.183546639995114,6.527690527990881,1
CityC,63.21037457524514,91.71245282826158,44.777512794972594,34.76584146983393,29.112677030447962,60.84505219152538,6.4866107493588,1
CityC,74.59593186770446,122.98726557816956,63.441231775795174,39.07342946061017,31.09385502040358,57.736920159757105,7.1358515839848025,1
CityC,94.78146258384203,79.95449768459402,32.82779915940583,31.534211955039186,29.500519326958504,55.93771718036782,4.774011785841202,1
CityA,70.87804225802726,184.01589195557176,35.429815561094046,18.0037904835932,24.102815808134544,41.95971752286846,5.558206668208044,1
CityA,46.34513598762247,176.4124922636258,42.61466505289866,21.03224755492848,24.762813100302562,28.332408079292346,10.29982073349263,1
CityB,78.40298997309704,98.65818650463785,36.57522360962246,22.713408589662176,30.443483065831593,88.9290395980148,8.55602931010074,1
CityA,53.04528539681465,191.35674426429938,11.28991257979769,11.04993106402226,30.432020019543085,67.60611832914852,7.542987360379399,1
CityA,71.87640509062811,119.82991613120231,31.29808535951591,41.27477858731929,33.17762819313623,75.11463306121476,8.0078684519453,1
CityB,120.2833089326901,223.57558869556195,50.31059863356256,31.101075857563288,28.85767888316887,53.32740630322155,7.863317730273768,1
CityA,71.88484087711475,125.78744522100146,61.5632012639897,18.64481954811005,29.176239295144384,51.71949115479724,7.372606685805068,1
CityB,133.12872660043234,143.04771001313688,22.6807214869341,44.55674857458357,21.87636643250887,64.81319361450775,9.551314516122437,1
CityB,122.9490796081391,175.99613764678233,22.610764011537356,22.986718998618368,20.93195342249669,18.30623299095509,9.329479957543779,1
CityC,62.6208407426287,171.10533399231235,40.45350704076004,32.505724890748716,30.46441472046046,32.70713061293711,3.2847110803183543,1
CityA,46.66628700752673,140.42928264543573,8.86607402683245,21.74729454803798,20.980704523885375,39.04450243943254,7.605313442272271,0
CityC,78.42337514239419,114.35438722224657,33.32544695519309,9.817398466709722,24.855092978181965,45.90867154916475,3.482541801977705,1
CityA,114.59983290190667,140.56530799972478,13.959369106729099,16.355594411487395,34.653162686799035,37.40608641059691,9.90673161036712,1
CityC,65.29427281313936,87.35263312495539,60.53591949763698,25.515095691335688,33.543992046415624,61.65614250501493,10.30299967055085,1
CityB,107.24270894786417,126.08534875456463,28.460032684743933,38.982968712060476,27.112521815580287,56.62894468925671,6.167663307074911,1
CityB,116.25319967408265,75.6276987000802,64.7925127950854,33.46533146819245,22.92702294116403,82.85729379502754,7.6497231339958525,1
CityB,56.77923048912183,48.764734396787944,56.702820301875086,31.40205126171245,24.136347627595466,100.0,1.6656791086332623,1
CityB,59.71846735134238,122.01707056557773,30.305240534538747,9.89972377255118,31.073620987389305,29.74299519703134,10.918369442276079,1
CityA,101.3798609638102,170.4911156268669,23.920605447308837,42.70086147680095,24.74450505787684,57.94610427936891,10.129021220754206,1
CityA,84.55542648924711,157.03218566384237,37.09681376248617,32.23679696495556,21.09202324892815,57.91051756413948,11.450255785212578,1
CityC,59.41815420368964,116.72350817097566,38.43030063612695,28.805823301078398,33.51042329485582,54.71603860470675,12.4596324210113,1
CityA,69.43458655641238,189.87958792701986,45.19220415928602,41.324231099888955,26.271200973904968,33.303508580689964,4.327672121069675,1
CityA,77.88441341817743,97.23754436613706,28.351850657047315,42.47496723568274,20.959209253057775,36.656051087148995,10.664132604915325,1
CityC,33.05436725133618,43.28669352807907,51.19592310283305,41.54590247609191,28.352581322528415,59.80811223832238,12.437913333255379,1
CityB,102.96929319448085,32.71594823196152,43.979920824998494,27.529135032967122,31.798528892347555,36.09299853385527,3.5162663869122914,1
CityC,65.63923433182427,72.75236237617132,34.89407264926204,19.965234392158045,17.946288546485675,58.18543944334016,7.486366364462859,1
CityC,5.0,152.66498973048914,29.319390168729655,39.88922917142073,23.596822606529457,50.0810043090879,6.909794050311727,0
CityB,79.28387095071642,94.60789266130455,37.22672525351971,16.34945556929583,23.273216426881113,57.83315806242564,10.566385592574495,1
CityC,57.752862233194776,138.4383456742921,27.74648122258646,49.47256738664282,28.166010160484333,35.933990591311314,0.8181768009677608,1
CityC,130.6646657690803,185.8513353433591,40.87658042325381,30.27999545194563,29.42405826001901,58.14938484669073,13.447873088696582,1
CityC,62.43664937240095,75.99612149688775,41.28158027829865,19.39115744300416,21.1396826210436,37.38094833046819,7.662388807416219,1
CityA,47.070699092641675,139.1399892718356,43.925609252145094,17.681314458433896,14.550741768657826,58.21391217313837,10.748283206051436,1
CityB,95.23798009886048,141.5585229062289,66.4936361450778,17.223951759439405,32.22259128219581,81.78792244878315,7.819288286925228,1
CityB,60.186578959772504,85.57048046107587,38.01332920450641,31.40362906720843,17.16038310595951,60.21967700032141,9.476375152939022,1
CityC,56.61631396243303,174.1684370098033,55.06896800686724,29.93607679940213,26.89828943530714,61.437407647661146,1.035745224151551,1
CityA,95.28504148473218,108.49171777802094,43.443810954635524,17.64077826490807,24.076133708885223,71.34413034995096,6.84535288159787,1
CityB,48.78598076331302,104.64988076347963,36.42633547152319,26.43544213444098,26.137107336428528,26.928833110534743,10.543283634031036,1
CityB,36.281790254016414,204.4645287367189,38.21261095073149,16.320646139086577,36.55863780194801,89.37843147446026,8.866197040141083,1
CityC,131.77994006283012,140.91066969466874,39.11760386247924,35.89301805944173,46.2679712953528,33.8882001477526,3.089476721819727,1
CityC,97.38496212801934,157.01162198741991,44.196515615923246,29.454067338872864,13.56593812020974,72.59321994737874,8.184274681629839,1
CityC,72.07372145016905,174.19571726087355,25.61018852171545,26.21597494082552,31.887343087330464,69.93819974512645,5.543773022415485,1
CityB,79.89568370894192,93.98104002163132,18.019894248325496,17.11889269932473,23.906265591256478,36.95667276990479,5.283742246479687,1
CityC,95.17593074348468,169.99284388214716,49.814460902114135,26.998443997772345,32.33498159598787,75.17772273533524,3.4379171800498467,1
CityC,109.20012348840262,99.9242354000932,53.47185748871889,25.852721186536733,31.700841533254145,64.95625532826618,9.85610786572139,1
CityC,57.320741260549646,98.2150644264681,51.18453749204204,33.17726701209597,34.86821365038715,92.79957288804515,11.339043331806906,1
CityA,90.98439577897047,109.12000110767455,42.32458027834709,31.670179781169605,26.99475440613888,58.86757502682586,14.360429402488535,1
CityC,64.79887471369284,95.11740660220181,51.50836941179933,37.92060102079342,18.772964605314833,52.82913336954805,3.577854824771215,1
CityB,74.33056266462127,152.88625730628652,50.70143539025713,25.154234564949377,31.49354642096734,44.70474944163591,10.302116483679427,1
CityC,84.82078602394714,130.68842620580222,51.81444038432432,11.395884978035056,25.82598303300845,20.132894572976532,10.499514111262725,1
CityB,79.79964280841983,100.35102341531548,27.106887679868297,39.9109287659804,23.363097494061073,48.63544870497681,6.258485968345975,1
CityA,102.06700694907715,146.98020132619288,23.545723042680535,20.639674869518196,21.666432835065265,49.48203211482246,5.247264843772008,1
CityA,94.61259677346781,108.99270250454616,34.17146129871594,18.930829469847446,32.0443489837359,60.241163651148696,4.742773037099209,1
CityC,34.75492371883467,106.87718518541294,39.73923835686017,29.56883454886248,36.22358644405164,26.53793778235069,6.417940269619354,1
CityB,39.26530378803674,121.94735539606175,36.37118309301566,33.022705129545166,16.63253208910256,50.21975577626242,8.607864787567848,1
CityC,68.90849945722121,138.53841422664868,11.849645029931867,24.691635942853175,29.353665697352515,66.5250278404423,12.080336031520439,1
CityC,134.85875787325475,135.5939059750968,65.82538918202712,24.613073185318733,22.393289702041482,68.51019350985034,11.316015014030349,1
CityB,54.452245024951935,105.47003270988678,35.88931016671397,26.08973682234445,14.729093212655204,17.803696477253453,3.1537491671940128,1
CityB,73.75331871161741,153.88444829757609,42.590566248654305,44.16540350993144,26.033940745341056,69.12813217306449,5.633470254198464,1
CityB,63.909619191304344,111.10423395681376,58.66823486144588,29.973219124418677,19.168035538673074,50.068521737570165,11.898921122928412,1
CityB,63.3786684773576,93.80062045565124,5.0,20.320371605382036,13.955727405398617,51.29978245002892,5.8067215022147955,0
CityB,85.34719231715167,61.279134049305945,32.32459192132432,20.42216643097033,19.52781669442826,10.0,7.829257509769471,1
CityA,122.02331828586955,159.32713923996084,34.19324089630293,27.49115820417631,17.805582574603022,84.8714232511576,2.8841331961577437,1
CityA,93.67905199641767,120.4956030477603,34.95534931824033,32.378579340280076,20.473192028556262,58.5359777002259,11.459100246538844,1
CityA,55.894071157187234,128.43489434042058,37.39770113929071,34.839801619661905,15.718811461324176,24.37079146954586,2.261755382445836,1
CityB,162.5968853240962,161.8321166279806,61.70702197667267,31.241586038472153,22.2340192396165,62.50403149832933,3.071568257640143,1
CityB,82.35719662883378,100.90375073608736,50.10188313590834,21.581266490829112,20.007256103412193,61.88956881694049,11.15245118251011,1
CityB,62.6833713085366,65.02403006103486,54.37052902943244,25.76058700439217,27.629297140019602,79.45088305865978,13.760185038699671,1
CityC,122.36289124032768,122.79122808860873,40.70680407716386,37.33907881864624,29.15477290478821,48.80622461418244,7.128166745825256,1
CityA,65.92788146168544,132.3184620832118,19.009404307817483,18.539080395469046,26.821040037449094,55.239921378771726,7.859411564411525,1
CityA,129.8874096496233,109.48603735358509,8.804544472809898,25.342466069225374,23.351888794885436,42.143843995241845,10.724838679348965,1
CityC,53.880716271,178.94950312304675,17.058884151525536,35.97462857881352,23.163006830153797,66.95897227985476,8.868343444092147,1
CityC,122.90091166764108,20.553337291145738,45.39648556249029,38.75281426635176,19.140475088120443,39.33019316649901,6.880345461870007,1
